Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserAccount;suspendAccount;+ suspendAccount ();VRAI;Suspend the user account (sets status to SUSPENDED);18.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;checkPassword;+ checkPassword (plainPassword : String) : Boolean;VRAI;Validate provided password against stored hash;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;Generate a password reset token, set expiration, and return token;3.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;isPasswordResetTokenValid;+ isPasswordResetTokenValid (token : String) : Boolean;VRAI;Verify if the provided password reset token is valid and not expired;3.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;recordFailedLoginAttempt;+ recordFailedLoginAttempt ();VRAI;Increment failed login attempts;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;recordSuccessfulLogin;+ recordSuccessfulLogin ();VRAI;Record successful login timestamp and reset failed attempts;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserCredentials;resetPassword;+ resetPassword (newEncryptedPassword : String);VRAI;Update the user's password using the new encrypted value and clear the reset token details;3.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;getRole;+ getRole () : UserRole;VRAI;Get user role for access control;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;isEmailVerified;+ isEmailVerified () : Boolean;VRAI;Check if user email is verified;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;recordAccountLockDate;+ recordAccountLockDate ();VRAI;Record account lock date;2.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;recordDeactivationReason;+ recordDeactivationReason (reason : String);VRAI;Record the reason for account deactivation;15.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;updateProfileDetails;+ updateProfileDetails (name : String, phoneNumber : String, address : Address) : ValidationResult;FAUX;;
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;Mark the email as verified (sets status to VERIFIED) and record date;1.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;cancelJourney;+ cancelJourney ();VRAI;Cancel the waste journey tracking (sets status to CANCELLED);12.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;completeJourney;+ completeJourney ();VRAI;Mark the waste journey as COMPLETED;9.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;getCurrentLocation;+ getCurrentLocation () : Address;VRAI;Get the current location of the waste;10.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;getCurrentStatus;+ getCurrentStatus () : TrackingStatus;VRAI;Get the current tracking status;10.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;getStages;+ getStages () : Stage[];VRAI;Get the list of completed stages;10.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;markAsCollected;+ markAsCollected (location : Address);VRAI;Update waste journey stage to COLLECTED, set current location, set status to IN_PROGRESS;8.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;markAsInTransit;+ markAsInTransit (currentLocation : Address);VRAI;Update waste journey stage to IN_TRANSIT and update current location;9.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;markAsProcessed;+ markAsProcessed (location : Address);VRAI;Update waste journey stage to PROCESSED and update location;9.0
Gemini-2.5-Pro-Preview-05-06;10;Gemini-2.5-Pro-Preview-05-06_run10.json;WasteJourney;markAsRecycled;+ markAsRecycled (location : Address);VRAI;Update waste journey stage to RECYCLED and update location;9.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Address;markAsUnverified;+ markAsUnverified ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Address;markAsVerified;+ markAsVerified ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Address;updateAddressDetails;+ updateAddressDetails (street : String, city : String, zipCode : String, country : String, coordinates : Coordinates) : ValidationResult;VRAI;Updates address details.;4.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Address;validateAddress;+ validateAddress () : ValidationResult;VRAI;Validates the address components and coordinates.;4.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;CollectionPoint;createCollectionPoint;+ createCollectionPoint (pointId : UUID, name : String, type : PointType, address : Address, position : Coordinates, operatingHours : OpeningHours[], operatedBy : ServiceProvider) : CollectionPoint;VRAI;Creates a new collection point.;19.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;CollectionPoint;updateDetails;+ updateDetails (name : String, type : PointType, address : Address, position : Coordinates) : ValidationResult;VRAI;Updates the core details of a collection point.;19.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;CollectionPoint;updateOperatingHours;+ updateOperatingHours (newHours : OpeningHours[]);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;CollectionPoint;validatePointData;+ validatePointData () : ValidationResult;VRAI;Validates collection point data including address and operating hours.;19.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;CollectionRequest;createCollectionRequest;+ createCollectionRequest (id : UUID, requester : UserProfile, requestedDate : Date, quantity : Integer, categories : ProductCategory[], vehicleType : VehicleType, location : Address) : CollectionRequest;VRAI;Creates a new collection request with PENDING status.;6.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendAccountDeactivationNotification;+ sendAccountDeactivationNotification (userProfile : UserProfile);VRAI;Sends account deactivation confirmation to the user.;15.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendEmailVerificationNotification;+ sendEmailVerificationNotification (userProfile : UserProfile, verificationLink : String);VRAI;Sends an email verification notification to the user.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendPasswordResetConfirmationNotification;+ sendPasswordResetConfirmationNotification (userProfile : UserProfile);VRAI;Confirms successful password reset to the user.;3.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendPasswordResetNotification;+ sendPasswordResetNotification (userProfile : UserProfile, resetLink : String);VRAI;Sends a password reset link to the user.;3.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendProviderProfileUpdateNotification;+ sendProviderProfileUpdateNotification (serviceProvider : ServiceProvider);VRAI;Notifies service provider of changes to their profile by platform manager.;18.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;NotificationService;sendServiceRequestAcceptedNotification;+ sendServiceRequestAcceptedNotification (userProfile : UserProfile, serviceRequest : ServiceRequest);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;OpeningHours;isValid;+ isValid () : Boolean;VRAI;Validates if the opening hours entry is logical.;19.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;approveListing;+ approveListing ();VRAI;Approves a product listing, changing status to PUBLISHED.;17.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;archiveListing;+ archiveListing ();VRAI;Archives a product listing.;17.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;createAndPublishListing;+ createAndPublishListing (productId : UUID, name : String, description : String, category : ProductCategory, inventory : Integer, requester : UserProfile) : Product;VRAI;Creates and publishes a new product listing if details are valid.;5.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;createListing;+ createListing (productId : UUID, name : String, description : String, category : ProductCategory, inventory : Integer, requester : UserProfile) : Product;VRAI;Creates a new product listing with PENDING_APPROVAL status.;5.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;publishListing;+ publishListing ();VRAI;Sets the product listing status to PUBLISHED.;5.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;rejectListing;+ rejectListing ();VRAI;Rejects a product listing, changing status to REJECTED.;17.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;updateDetails;+ updateDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;Updates the product's details and last updated date.;13.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;Product;validateDetails;+ validateDetails () : ValidationResult;FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;RoleManager;assignRole;+ assignRole (userProfile : UserProfile, newRole : UserRole) : ValidationResult;VRAI;Assigns a new role to the user after validation.;20.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;RoleManager;validateRoleTransition;+ validateRoleTransition (userProfile : UserProfile, newRole : UserRole) : ValidationResult;VRAI;Validates if the proposed role transition is allowed.;20.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;SearchFilter;apply;+ apply (products : Product[]) : Product[];VRAI;Filters a list of products based on the filter's criteria.;14.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;SearchFilter;createSearchFilter;+ createSearchFilter (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : SearchFilter;VRAI;Creates a search filter instance.;14.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;SearchFilter;isValid;+ isValid () : ValidationResult;VRAI;Validates the search filter criteria.;14.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceProvider;createProviderProfile;+ createProviderProfile (providerId : UUID, companyName : String, userProfile : UserProfile) : ServiceProvider;VRAI;Creates a service provider profile and links it to a user account's profile.;18.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceProvider;updateProviderDetails;+ updateProviderDetails (companyName : String);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;acceptRequest;+ acceptRequest (provider : ServiceProvider, scheduledTime : TimeRange);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;assignWasteJourney;+ assignWasteJourney (journey : WasteJourney);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;canBeCancelledByUser;+ canBeCancelledByUser () : Boolean;VRAI;Checks if the request is in a state that allows user cancellation.;12.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;cancelByUser;+ cancelByUser (cancellingUser : UserProfile);VRAI;Cancels the service request by the user if allowed.;12.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;completeRequest;+ completeRequest ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;declineRequest;+ declineRequest (cancellingEntityProfile : UserProfile);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;getStatus;+ getStatus () : RequestStatus;VRAI;Returns the current status of the service request.;11.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;ServiceRequest;proposeAlternativeTimeSlots;+ proposeAlternativeTimeSlots (slots : TimeRange[]);FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;TimeRange;isValid;+ isValid () : Boolean;VRAI;Validates if the time range is logical (e.g. start < end).;19.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;TransportRequest;createTransportRequest;+ createTransportRequest (id : UUID, requester : UserProfile, requestedDate : Date, quantity : Integer, categories : ProductCategory[], routePlan : RoutePlan) : TransportRequest;VRAI;Creates a new transport request with PENDING status.;6.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;TransportRequest;updateRoutePlan;+ updateRoutePlan (routePlan : RoutePlan);VRAI;Updates or sets the route plan for the transport.;9.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;canLogin;+ canLogin () : Boolean;VRAI;Checks if account status allows login (e.g. ACTIVE).;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;createAccount;+ createAccount (id : UUID, registrationDate : Date) : UserAccount;VRAI;Creates a new user account with ACTIVE status.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;Deactivates the user account.;15.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;lockAccount;+ lockAccount ();VRAI;Locks the user account due to excessive failed login attempts.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;reactivateAccount;+ reactivateAccount ();VRAI;Reactivates a previously suspended/deactivated account.;18.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserAccount;suspendAccount;+ suspendAccount ();VRAI;Suspends a user account.;18.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;authenticate;+ authenticate (email : String, passwordToVerify : String) : Boolean;VRAI;Verifies user's email and password.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;createCredentials;+ createCredentials (email : String, encryptedPassword : String) : UserCredentials;VRAI;Creates user credentials.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;getEmail;# getEmail () : String;VRAI;Returns the email associated with these credentials.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;hasExceededFailedLoginAttempts;+ hasExceededFailedLoginAttempts () : Boolean;VRAI;Checks if failed login attempts threshold is met.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;initiatePasswordReset;+ initiatePasswordReset () : String;VRAI;Generates and stores a password reset token and its expiration for the credential's email. Returns token.;3.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;isPasswordResetTokenValid;+ isPasswordResetTokenValid (token : String) : Boolean;VRAI;Validates the password reset token (exists, not expired).;3.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;recordFailedLoginAttempt;+ recordFailedLoginAttempt () : Integer;VRAI;Increments failed login attempts and returns current count.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;recordSuccessfulLogin;+ recordSuccessfulLogin ();VRAI;Updates last login date and resets failed login attempts.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;resetPassword;+ resetPassword (token : String, newEncryptedPassword : String) : ValidationResult;VRAI;Resets the password if the token is valid and not expired.;3.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (password : String) : ValidationResult;VRAI;Validates the strength of the provided password.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;changeEmail;+ changeEmail (newEmail : String) : ValidationResult;VRAI;Changes user's email, sets email status to unverified, and prepares for re-verification.;4.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;createProfile;+ createProfile (name : String, email : String, phoneNumber : String, address : Address, role : UserRole) : UserProfile;VRAI;Creates a user profile with initial email unverified status.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;getRole;+ getRole () : UserRole;VRAI;Returns the user's role.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;initiateEmailVerification;+ initiateEmailVerification ();VRAI;Sets email to UNVERIFIED and prepares for verification.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;isEmailVerified;+ isEmailVerified () : Boolean;VRAI;Checks if the user's email is verified.;2.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;markEmailAsVerified;+ markEmailAsVerified ();VRAI;Marks the user's email as verified and records verification date.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;recordDeactivationReason;+ recordDeactivationReason (reason : String);VRAI;Records the reason for account deactivation.;15.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;setRole;# setRole (newRole : UserRole);VRAI;Sets the user's role (called by RoleManager).;20.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;updateProfile;+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult;VRAI;Updates user's profile information and records last update date.;4.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;validateEmailFormat;+ validateEmailFormat (email : String) : ValidationResult;VRAI;Validates the format of the provided email.;1.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;UserProfile;validateProfileData;+ validateProfileData (name : String, phoneNumber : String, address : Address) : ValidationResult;VRAI;Validates the integrity and format of profile data.;4.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;WasteJourney;cancelJourney;+ cancelJourney ();VRAI;Marks the waste journey as cancelled.;10.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;WasteJourney;completeJourney;+ completeJourney ();VRAI;Marks the waste journey as completed.;10.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;WasteJourney;getTrackingDetails;+ getTrackingDetails () : Map<String, Object>;VRAI;Returns current status, location, and stages.;10.0
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;WasteJourney;startJourney;+ startJourney (journeyId : UUID, trackingCode : String, initialLocation : Address) : WasteJourney;FAUX;;
Gemini-2.5-Pro-Preview-05-06;2;Gemini-2.5-Pro-Preview-05-06_run2.json;WasteJourney;updateJourneyStage;+ updateJourneyStage (newStage : Stage, newLocation : Address);VRAI;Updates the stage and current location of the waste journey.;10.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;Address;validate;+ validate () : ValidationResult;VRAI;Validate address consistency;4.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendAccountDeactivationConfirmation;+ sendAccountDeactivationConfirmation (userProfile : UserProfile);VRAI;Send confirmation of account deactivation;15.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendAccountLockedNotification;+ sendAccountLockedNotification (userProfile : UserProfile);VRAI;Notify user their account is locked;2.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendDispatchRequestAlert;+ sendDispatchRequestAlert (provider : ServiceProvider, request : ServiceRequest);VRAI;Notify provider about dispatch (if applicable);8.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendNewRequestNotification;+ sendNewRequestNotification (provider : ServiceProvider, request : ServiceRequest);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendPasswordResetConfirmation;+ sendPasswordResetConfirmation (userProfile : UserProfile);VRAI;Notify user of successful password reset;3.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink (userCredentials : UserCredentials);VRAI;Send a password reset link to the email;3.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendProviderProfileChangeNotification;+ sendProviderProfileChangeNotification (provider : ServiceProvider);VRAI;Notify provider of changes to their profile/status;18.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendRegistrationSuccess;+ sendRegistrationSuccess (userProfile : UserProfile);VRAI;Send confirmation of successful registration;1.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendRequestAcceptedNotification;+ sendRequestAcceptedNotification (request : ServiceRequest);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendRequestStatusUpdate;+ sendRequestStatusUpdate (request : ServiceRequest);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (userProfile : UserProfile);VRAI;Send a verification email to the user;1.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;RoleManager;assignRoleToUser;+ assignRoleToUser (userAccount : UserAccount, role : UserRole) : ValidationResult;VRAI;Assigns the role to the user after validation;20.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;RoleManager;validateRoleTransition;+ validateRoleTransition (currentUserRole : UserRole, requestedUserRole : UserRole) : ValidationResult;VRAI;Validate the role transition request;20.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;SearchFilter;validate;+ validate () : ValidationResult;FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;checkAvailability;+ checkAvailability (request : ServiceRequest) : Boolean;VRAI;Check availability/capacity for the requested date/time for a collection request;8.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;checkFeasibility;+ checkFeasibility (request : TransportRequest) : Boolean;VRAI;Check vehicle availability/logistics feasibility for a transport request;9.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;dispatchCollectionTeam;+ dispatchCollectionTeam (request : CollectionRequest);VRAI;Dispatch a team or vehicle for collection (internal state change if any, e.g., assigning resources);8.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;performTransport;+ performTransport (request : TransportRequest);VRAI;Perform pickup, transit, and drop-off (internal state change if any);9.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;updateDetails;+ updateDetails (companyName : String, /* other provider specific details */);VRAI;Update service provider specific details (e.g., company name);18.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceProvider;updateProfileSettings;+ updateProfileSettings (serviceAreas : String[], vehicleTypes : VehicleType[], availability : OpeningHours[]);VRAI;Update service provider profile settings (assuming these are stored/managed here or linked classes not shown);18.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;accept;+ accept (provider : ServiceProvider, scheduledTime : TimeRange);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;assignProvider;+ assignProvider (provider : ServiceProvider);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;cancel;+ cancel (cancellingUser : UserProfile);VRAI;Cancel the service request;12.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;complete;+ complete ();FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;schedule;+ schedule (provider : ServiceProvider, time : TimeRange);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;ServiceRequest;updateStatus;+ updateStatus (newStatus : RequestStatus);FAUX;;
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;Generate a password reset token;3.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;incrementFailedLoginAttempts;+ incrementFailedLoginAttempts ();VRAI;Increment failed login attempts;2.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;isLoginAllowed;+ isLoginAllowed (maxAttempts : Integer) : Boolean;VRAI;Check if login attempts exceed threshold;2.0
Gemini-2.5-Pro-Preview-05-06;3;Gemini-2.5-Pro-Preview-05-06_run3.json;UserCredentials;recordSuccessfulLogin;+ recordSuccessfulLogin ();VRAI;Record the login timestamp;2.0
